u,v,bend
Central,Wood
South,Brook
Central,Washington
Central,Victory
Central,Port
Central,South
Central,Atawhai
South,Bishopsdale
South,Victory
Port,Tahunanui
Wood,Maitai,30
South,EnnerGlynn
Bishopsdale,EnnerGlynn
EnnerGlynn,Annesbrook
EnnerGlynn,Stoke
Nayland,Stoke
Nayland,Tahunanui
Tahunanui,Washington
Victory,Washington
Washington,Port
Port,Atawhai
Atawhai,Wood
Tahunanui,Annesbrook
Annesbrook,Stoke
Brook,Wood
Victory, Bishopsdale
Victory,EnnerGlynn
